,path,emotion
843,data/training\Actor_02\02_02_01_02_dogs-sitting_sad.wav,sad
844,data/training\Actor_02\02_02_01_02_kids-talking_sad.wav,sad
845,data/training\Actor_02\02_02_02_01_dogs-sitting_sad.wav,sad
846,data/training\Actor_02\02_02_02_01_kids-talking_sad.wav,sad
847,data/training\Actor_02\02_02_02_02_dogs-sitting_sad.wav,sad
848,data/training\Actor_02\02_02_02_02_kids-talking_sad.wav,sad
849,data/training\Actor_02\03-02-04-01-01-01-02_sad.wav,sad
850,data/training\Actor_02\03-02-04-01-01-02-02_sad.wav,sad
851,data/training\Actor_02\03-02-04-01-02-01-02_sad.wav,sad
852,data/training\Actor_02\03-02-04-01-02-02-02_sad.wav,sad
853,data/training\Actor_02\03-02-04-02-01-01-02_sad.wav,sad
854,data/training\Actor_02\03-02-04-02-01-02-02_sad.wav,sad
855,data/training\Actor_02\03-02-04-02-02-01-02_sad.wav,sad
856,data/training\Actor_02\03-02-04-02-02-02-02_sad.wav,sad
857,data/training\Actor_03\03-02-04-01-01-01-03_sad.wav,sad
858,data/training\Actor_03\03-02-04-01-01-02-03_sad.wav,sad
859,data/training\Actor_03\03-02-04-01-02-01-03_sad.wav,sad
860,data/training\Actor_03\03-02-04-01-02-02-03_sad.wav,sad
861,data/training\Actor_03\03-02-04-02-01-01-03_sad.wav,sad
862,data/training\Actor_03\03-02-04-02-01-02-03_sad.wav,sad
863,data/training\Actor_03\03-02-04-02-02-01-03_sad.wav,sad
864,data/training\Actor_03\03-02-04-02-02-02-03_sad.wav,sad
865,data/training\Actor_03\03_01_01_01_dogs-sitting_sad.wav,sad
866,data/training\Actor_03\03_01_01_01_kids-talking_sad.wav,sad
867,data/training\Actor_03\03_01_01_02_dogs-sitting_sad.wav,sad
868,data/training\Actor_03\03_01_01_02_kids-talking_sad.wav,sad
869,data/training\Actor_03\03_01_02_01_dogs-sitting_sad.wav,sad
870,data/training\Actor_03\03_01_02_01_kids-talking_sad.wav,sad
871,data/training\Actor_03\03_01_02_02_dogs-sitting_sad.wav,sad
872,data/training\Actor_03\03_01_02_02_kids-talking_sad.wav,sad
873,data/training\Actor_03\03_02_01_01_dogs-sitting_sad.wav,sad
874,data/training\Actor_03\03_02_01_01_kids-talking_sad.wav,sad
875,data/training\Actor_03\03_02_01_02_dogs-sitting_sad.wav,sad
876,data/training\Actor_03\03_02_01_02_kids-talking_sad.wav,sad
877,data/training\Actor_03\03_02_02_01_dogs-sitting_sad.wav,sad
878,data/training\Actor_03\03_02_02_01_kids-talking_sad.wav,sad
879,data/training\Actor_03\03_02_02_02_dogs-sitting_sad.wav,sad
880,data/training\Actor_03\03_02_02_02_kids-talking_sad.wav,sad
881,data/training\Actor_04\03-02-04-01-01-01-04_sad.wav,sad
882,data/training\Actor_04\03-02-04-01-01-02-04_sad.wav,sad
883,data/training\Actor_04\03-02-04-01-02-01-04_sad.wav,sad
884,data/training\Actor_04\03-02-04-01-02-02-04_sad.wav,sad
885,data/training\Actor_04\03-02-04-02-01-01-04_sad.wav,sad
886,data/training\Actor_04\03-02-04-02-01-02-04_sad.wav,sad
887,data/training\Actor_04\03-02-04-02-02-01-04_sad.wav,sad
888,data/training\Actor_04\03-02-04-02-02-02-04_sad.wav,sad
889,data/training\Actor_04\04_01_01_01_dogs-sitting_sad.wav,sad
890,data/training\Actor_04\04_01_01_01_kids-talking_sad.wav,sad
891,data/training\Actor_04\04_01_01_02_dogs-sitting_sad.wav,sad
892,data/training\Actor_04\04_01_01_02_kids-talking_sad.wav,sad
893,data/training\Actor_04\04_01_02_01_dogs-sitting_sad.wav,sad
894,data/training\Actor_04\04_01_02_01_kids-talking_sad.wav,sad
895,data/training\Actor_04\04_01_02_02_dogs-sitting_sad.wav,sad
896,data/training\Actor_04\04_01_02_02_kids-talking_sad.wav,sad
897,data/training\Actor_04\04_02_01_01_dogs-sitting_sad.wav,sad
898,data/training\Actor_04\04_02_01_01_kids-talking_sad.wav,sad
899,data/training\Actor_04\04_02_01_02_dogs-sitting_sad.wav,sad
900,data/training\Actor_04\04_02_01_02_kids-talking_sad.wav,sad
901,data/training\Actor_04\04_02_02_01_dogs-sitting_sad.wav,sad
902,data/training\Actor_04\04_02_02_01_kids-talking_sad.wav,sad
903,data/training\Actor_04\04_02_02_02_dogs-sitting_sad.wav,sad
904,data/training\Actor_04\04_02_02_02_kids-talking_sad.wav,sad
905,data/training\Actor_05\03-02-04-01-01-01-05_sad.wav,sad
906,data/training\Actor_05\03-02-04-01-01-02-05_sad.wav,sad
907,data/training\Actor_05\03-02-04-01-02-01-05_sad.wav,sad
908,data/training\Actor_05\03-02-04-01-02-02-05_sad.wav,sad
909,data/training\Actor_05\03-02-04-02-01-01-05_sad.wav,sad
910,data/training\Actor_05\03-02-04-02-01-02-05_sad.wav,sad
911,data/training\Actor_05\03-02-04-02-02-01-05_sad.wav,sad
912,data/training\Actor_05\03-02-04-02-02-02-05_sad.wav,sad
913,data/training\Actor_05\05_01_01_01_dogs-sitting_sad.wav,sad
914,data/training\Actor_05\05_01_01_01_kids-talking_sad.wav,sad
915,data/training\Actor_05\05_01_01_02_dogs-sitting_sad.wav,sad
916,data/training\Actor_05\05_01_01_02_kids-talking_sad.wav,sad
917,data/training\Actor_05\05_01_02_01_dogs-sitting_sad.wav,sad
918,data/training\Actor_05\05_01_02_01_kids-talking_sad.wav,sad
919,data/training\Actor_05\05_01_02_02_dogs-sitting_sad.wav,sad
920,data/training\Actor_05\05_01_02_02_kids-talking_sad.wav,sad
921,data/training\Actor_05\05_02_01_01_dogs-sitting_sad.wav,sad
922,data/training\Actor_05\05_02_01_01_kids-talking_sad.wav,sad
923,data/training\Actor_05\05_02_01_02_dogs-sitting_sad.wav,sad
924,data/training\Actor_05\05_02_01_02_kids-talking_sad.wav,sad
925,data/training\Actor_05\05_02_02_01_dogs-sitting_sad.wav,sad
926,data/training\Actor_05\05_02_02_01_kids-talking_sad.wav,sad
927,data/training\Actor_05\05_02_02_02_dogs-sitting_sad.wav,sad
928,data/training\Actor_05\05_02_02_02_kids-talking_sad.wav,sad
929,data/training\Actor_06\03-02-04-01-01-01-06_sad.wav,sad
930,data/training\Actor_06\03-02-04-01-01-02-06_sad.wav,sad
931,data/training\Actor_06\03-02-04-01-02-01-06_sad.wav,sad
932,data/training\Actor_06\03-02-04-01-02-02-06_sad.wav,sad
933,data/training\Actor_06\03-02-04-02-01-01-06_sad.wav,sad
934,data/training\Actor_06\03-02-04-02-01-02-06_sad.wav,sad
935,data/training\Actor_06\03-02-04-02-02-01-06_sad.wav,sad
936,data/training\Actor_06\03-02-04-02-02-02-06_sad.wav,sad
937,data/training\Actor_06\06_01_01_01_dogs-sitting_sad.wav,sad
938,data/training\Actor_06\06_01_01_01_kids-talking_sad.wav,sad
939,data/training\Actor_06\06_01_01_02_dogs-sitting_sad.wav,sad
940,data/training\Actor_06\06_01_01_02_kids-talking_sad.wav,sad
941,data/training\Actor_06\06_01_02_01_dogs-sitting_sad.wav,sad
942,data/training\Actor_06\06_01_02_01_kids-talking_sad.wav,sad
943,data/training\Actor_06\06_01_02_02_dogs-sitting_sad.wav,sad
944,data/training\Actor_06\06_01_02_02_kids-talking_sad.wav,sad
945,data/training\Actor_06\06_02_01_01_dogs-sitting_sad.wav,sad
946,data/training\Actor_06\06_02_01_01_kids-talking_sad.wav,sad
947,data/training\Actor_06\06_02_01_02_dogs-sitting_sad.wav,sad
948,data/training\Actor_06\06_02_01_02_kids-talking_sad.wav,sad
949,data/training\Actor_06\06_02_02_01_dogs-sitting_sad.wav,sad
950,data/training\Actor_06\06_02_02_01_kids-talking_sad.wav,sad
951,data/training\Actor_06\06_02_02_02_dogs-sitting_sad.wav,sad
952,data/training\Actor_06\06_02_02_02_kids-talking_sad.wav,sad
953,data/training\Actor_07\07_01_01_01_dogs-sitting_sad.wav,sad
954,data/training\Actor_07\07_01_01_01_kids-talking_sad.wav,sad
955,data/training\Actor_07\07_01_01_02_dogs-sitting_sad.wav,sad
956,data/training\Actor_07\07_01_01_02_kids-talking_sad.wav,sad
957,data/training\Actor_07\07_01_02_01_dogs-sitting_sad.wav,sad
958,data/training\Actor_07\07_01_02_01_kids-talking_sad.wav,sad
959,data/training\Actor_07\07_01_02_02_dogs-sitting_sad.wav,sad
960,data/training\Actor_07\07_01_02_02_kids-talking_sad.wav,sad
961,data/training\Actor_07\07_02_01_01_dogs-sitting_sad.wav,sad
962,data/training\Actor_07\07_02_01_01_kids-talking_sad.wav,sad
963,data/training\Actor_07\07_02_01_02_dogs-sitting_sad.wav,sad
964,data/training\Actor_07\07_02_01_02_kids-talking_sad.wav,sad
965,data/training\Actor_07\07_02_02_01_dogs-sitting_sad.wav,sad
966,data/training\Actor_07\07_02_02_01_kids-talking_sad.wav,sad
967,data/training\Actor_07\07_02_02_02_dogs-sitting_sad.wav,sad
968,data/training\Actor_07\07_02_02_02_kids-talking_sad.wav,sad
969,data/training\Actor_08\08_01_01_01_dogs-sitting_sad.wav,sad
970,data/training\Actor_08\08_01_01_01_kids-talking_sad.wav,sad
971,data/training\Actor_08\08_01_01_02_dogs-sitting_sad.wav,sad
972,data/training\Actor_08\08_01_01_02_kids-talking_sad.wav,sad
973,data/training\Actor_08\08_01_02_01_dogs-sitting_sad.wav,sad
974,data/training\Actor_08\08_01_02_01_kids-talking_sad.wav,sad
975,data/training\Actor_08\08_01_02_02_dogs-sitting_sad.wav,sad
976,data/training\Actor_08\08_01_02_02_kids-talking_sad.wav,sad
977,data/training\Actor_08\08_02_01_01_dogs-sitting_sad.wav,sad
978,data/training\Actor_08\08_02_01_01_kids-talking_sad.wav,sad
979,data/training\Actor_08\08_02_01_02_dogs-sitting_sad.wav,sad
980,data/training\Actor_08\08_02_01_02_kids-talking_sad.wav,sad
981,data/training\Actor_08\08_02_02_01_dogs-sitting_sad.wav,sad
982,data/training\Actor_08\08_02_02_01_kids-talking_sad.wav,sad
983,data/training\Actor_08\08_02_02_02_dogs-sitting_sad.wav,sad
984,data/training\Actor_08\08_02_02_02_kids-talking_sad.wav,sad
985,data/training\Actor_09\09_01_01_01_dogs-sitting_sad.wav,sad
986,data/training\Actor_09\09_01_01_01_kids-talking_sad.wav,sad
987,data/training\Actor_09\09_01_01_02_dogs-sitting_sad.wav,sad
988,data/training\Actor_09\09_01_01_02_kids-talking_sad.wav,sad
989,data/training\Actor_09\09_01_02_01_dogs-sitting_sad.wav,sad
990,data/training\Actor_09\09_01_02_01_kids-talking_sad.wav,sad
991,data/training\Actor_09\09_01_02_02_dogs-sitting_sad.wav,sad
992,data/training\Actor_09\09_01_02_02_kids-talking_sad.wav,sad
993,data/training\Actor_09\09_02_01_01_dogs-sitting_sad.wav,sad
994,data/training\Actor_09\09_02_01_01_kids-talking_sad.wav,sad
995,data/training\Actor_09\09_02_01_02_dogs-sitting_sad.wav,sad
996,data/training\Actor_09\09_02_01_02_kids-talking_sad.wav,sad
997,data/training\Actor_09\09_02_02_01_dogs-sitting_sad.wav,sad
998,data/training\Actor_09\09_02_02_01_kids-talking_sad.wav,sad
999,data/training\Actor_09\09_02_02_02_dogs-sitting_sad.wav,sad
1000,data/training\Actor_09\09_02_02_02_kids-talking_sad.wav,sad
1001,data/training\Actor_10\10_01_01_01_dogs-sitting_sad.wav,sad
1002,data/training\Actor_10\10_01_01_01_kids-talking_sad.wav,sad
1003,data/training\Actor_10\10_01_01_02_dogs-sitting_sad.wav,sad
1004,data/training\Actor_10\10_01_01_02_kids-talking_sad.wav,sad
1005,data/training\Actor_10\10_01_02_01_dogs-sitting_sad.wav,sad
1006,data/training\Actor_10\10_01_02_01_kids-talking_sad.wav,sad
1007,data/training\Actor_10\10_01_02_02_dogs-sitting_sad.wav,sad
1008,data/training\Actor_10\10_01_02_02_kids-talking_sad.wav,sad
1009,data/training\Actor_10\10_02_01_01_dogs-sitting_sad.wav,sad
1010,data/training\Actor_10\10_02_01_01_kids-talking_sad.wav,sad
1011,data/training\Actor_10\10_02_01_02_dogs-sitting_sad.wav,sad
1012,data/training\Actor_10\10_02_01_02_kids-talking_sad.wav,sad
1013,data/training\Actor_10\10_02_02_01_dogs-sitting_sad.wav,sad
1014,data/training\Actor_10\10_02_02_01_kids-talking_sad.wav,sad
1015,data/training\Actor_10\10_02_02_02_dogs-sitting_sad.wav,sad
1016,data/training\Actor_10\10_02_02_02_kids-talking_sad.wav,sad
1017,data/training\Actor_11\03-02-04-01-01-01-11_sad.wav,sad
1018,data/training\Actor_11\03-02-04-01-01-02-11_sad.wav,sad
1019,data/training\Actor_11\03-02-04-01-02-01-11_sad.wav,sad
1020,data/training\Actor_11\03-02-04-01-02-02-11_sad.wav,sad
1021,data/training\Actor_11\03-02-04-02-01-01-11_sad.wav,sad
1022,data/training\Actor_11\03-02-04-02-01-02-11_sad.wav,sad
1023,data/training\Actor_11\03-02-04-02-02-01-11_sad.wav,sad
1024,data/training\Actor_11\03-02-04-02-02-02-11_sad.wav,sad
1025,data/training\Actor_11\11_01_01_01_dogs-sitting_sad.wav,sad
1026,data/training\Actor_11\11_01_01_01_kids-talking_sad.wav,sad
1027,data/training\Actor_11\11_01_01_02_dogs-sitting_sad.wav,sad
1028,data/training\Actor_11\11_01_01_02_kids-talking_sad.wav,sad
1029,data/training\Actor_11\11_01_02_01_dogs-sitting_sad.wav,sad
1030,data/training\Actor_11\11_01_02_01_kids-talking_sad.wav,sad
1031,data/training\Actor_11\11_01_02_02_dogs-sitting_sad.wav,sad
1032,data/training\Actor_11\11_01_02_02_kids-talking_sad.wav,sad
1033,data/training\Actor_11\11_02_01_01_dogs-sitting_sad.wav,sad
1034,data/training\Actor_11\11_02_01_01_kids-talking_sad.wav,sad
1035,data/training\Actor_11\11_02_01_02_dogs-sitting_sad.wav,sad
1036,data/training\Actor_11\11_02_01_02_kids-talking_sad.wav,sad
1037,data/training\Actor_11\11_02_02_01_dogs-sitting_sad.wav,sad
1038,data/training\Actor_11\11_02_02_01_kids-talking_sad.wav,sad
1039,data/training\Actor_11\11_02_02_02_dogs-sitting_sad.wav,sad
1040,data/training\Actor_11\11_02_02_02_kids-talking_sad.wav,sad
1041,data/training\Actor_12\03-02-04-01-01-01-12_sad.wav,sad
1042,data/training\Actor_12\03-02-04-01-01-02-12_sad.wav,sad
1043,data/training\Actor_12\03-02-04-01-02-01-12_sad.wav,sad
1044,data/training\Actor_12\03-02-04-01-02-02-12_sad.wav,sad
1045,data/training\Actor_12\03-02-04-02-01-01-12_sad.wav,sad
1046,data/training\Actor_12\03-02-04-02-01-02-12_sad.wav,sad
1047,data/training\Actor_12\03-02-04-02-02-01-12_sad.wav,sad
1048,data/training\Actor_12\03-02-04-02-02-02-12_sad.wav,sad
1049,data/training\Actor_12\12_01_01_01_dogs-sitting_sad.wav,sad
1050,data/training\Actor_12\12_01_01_01_kids-talking_sad.wav,sad
1051,data/training\Actor_12\12_01_01_02_dogs-sitting_sad.wav,sad
1052,data/training\Actor_12\12_01_01_02_kids-talking_sad.wav,sad
1053,data/training\Actor_12\12_01_02_01_dogs-sitting_sad.wav,sad
1054,data/training\Actor_12\12_01_02_01_kids-talking_sad.wav,sad
1055,data/training\Actor_12\12_01_02_02_dogs-sitting_sad.wav,sad
1056,data/training\Actor_12\12_01_02_02_kids-talking_sad.wav,sad
1057,data/training\Actor_12\12_02_01_01_dogs-sitting_sad.wav,sad
1058,data/training\Actor_12\12_02_01_01_kids-talking_sad.wav,sad
1059,data/training\Actor_12\12_02_01_02_dogs-sitting_sad.wav,sad
1060,data/training\Actor_12\12_02_01_02_kids-talking_sad.wav,sad
1061,data/training\Actor_12\12_02_02_01_dogs-sitting_sad.wav,sad
1062,data/training\Actor_12\12_02_02_01_kids-talking_sad.wav,sad
1063,data/training\Actor_12\12_02_02_02_dogs-sitting_sad.wav,sad
1064,data/training\Actor_12\12_02_02_02_kids-talking_sad.wav,sad
1065,data/training\Actor_13\03-02-04-01-01-01-13_sad.wav,sad
1066,data/training\Actor_13\03-02-04-01-01-02-13_sad.wav,sad
1067,data/training\Actor_13\03-02-04-01-02-01-13_sad.wav,sad
1068,data/training\Actor_13\03-02-04-01-02-02-13_sad.wav,sad
1069,data/training\Actor_13\03-02-04-02-01-01-13_sad.wav,sad
1070,data/training\Actor_13\03-02-04-02-01-02-13_sad.wav,sad
1071,data/training\Actor_13\03-02-04-02-02-01-13_sad.wav,sad
1072,data/training\Actor_13\03-02-04-02-02-02-13_sad.wav,sad
1073,data/training\Actor_13\13_01_01_01_dogs-sitting_sad.wav,sad
1074,data/training\Actor_13\13_01_01_01_kids-talking_sad.wav,sad
1075,data/training\Actor_13\13_01_01_02_dogs-sitting_sad.wav,sad
1076,data/training\Actor_13\13_01_01_02_kids-talking_sad.wav,sad
1077,data/training\Actor_13\13_01_02_01_dogs-sitting_sad.wav,sad
1078,data/training\Actor_13\13_01_02_01_kids-talking_sad.wav,sad
1079,data/training\Actor_13\13_01_02_02_dogs-sitting_sad.wav,sad
1080,data/training\Actor_13\13_01_02_02_kids-talking_sad.wav,sad
1081,data/training\Actor_13\13_02_01_01_dogs-sitting_sad.wav,sad
1082,data/training\Actor_13\13_02_01_01_kids-talking_sad.wav,sad
1083,data/training\Actor_13\13_02_01_02_dogs-sitting_sad.wav,sad
1084,data/training\Actor_13\13_02_01_02_kids-talking_sad.wav,sad
1085,data/training\Actor_13\13_02_02_01_dogs-sitting_sad.wav,sad
1086,data/training\Actor_13\13_02_02_01_kids-talking_sad.wav,sad
1087,data/training\Actor_13\13_02_02_02_dogs-sitting_sad.wav,sad
1088,data/training\Actor_13\13_02_02_02_kids-talking_sad.wav,sad
1089,data/training\Actor_14\03-02-04-01-01-01-14_sad.wav,sad
1090,data/training\Actor_14\03-02-04-01-01-02-14_sad.wav,sad
1091,data/training\Actor_14\03-02-04-01-02-01-14_sad.wav,sad
1092,data/training\Actor_14\03-02-04-01-02-02-14_sad.wav,sad
1093,data/training\Actor_14\03-02-04-02-01-01-14_sad.wav,sad
1094,data/training\Actor_14\03-02-04-02-01-02-14_sad.wav,sad
1095,data/training\Actor_14\03-02-04-02-02-01-14_sad.wav,sad
1096,data/training\Actor_14\03-02-04-02-02-02-14_sad.wav,sad
1097,data/training\Actor_14\14_02_01_01_dogs-sitting_sad.wav,sad
1098,data/training\Actor_14\14_02_01_01_kids-talking_sad.wav,sad
1099,data/training\Actor_14\14_02_01_02_dogs-sitting_sad.wav,sad
1100,data/training\Actor_14\14_02_01_02_kids-talking_sad.wav,sad
1101,data/training\Actor_14\14_02_02_01_dogs-sitting_sad.wav,sad
1102,data/training\Actor_14\14_02_02_01_kids-talking_sad.wav,sad
1103,data/training\Actor_14\14_02_02_02_dogs-sitting_sad.wav,sad
1104,data/training\Actor_14\14_02_02_02_kids-talking_sad.wav,sad
1105,data/training\Actor_15\03-02-04-01-01-01-15_sad.wav,sad
1106,data/training\Actor_15\03-02-04-01-01-02-15_sad.wav,sad
1107,data/training\Actor_15\03-02-04-01-02-01-15_sad.wav,sad
1108,data/training\Actor_15\03-02-04-01-02-02-15_sad.wav,sad
1109,data/training\Actor_15\03-02-04-02-01-01-15_sad.wav,sad
1110,data/training\Actor_15\03-02-04-02-01-02-15_sad.wav,sad
1111,data/training\Actor_15\03-02-04-02-02-01-15_sad.wav,sad
1112,data/training\Actor_15\03-02-04-02-02-02-15_sad.wav,sad
1113,data/training\Actor_15\15_02_01_01_dogs-sitting_sad.wav,sad
1114,data/training\Actor_15\15_02_01_01_kids-talking_sad.wav,sad
1115,data/training\Actor_15\15_02_01_02_dogs-sitting_sad.wav,sad
1116,data/training\Actor_15\15_02_01_02_kids-talking_sad.wav,sad
1117,data/training\Actor_15\15_02_02_01_dogs-sitting_sad.wav,sad
1118,data/training\Actor_15\15_02_02_01_kids-talking_sad.wav,sad
1119,data/training\Actor_15\15_02_02_02_dogs-sitting_sad.wav,sad
1120,data/training\Actor_15\15_02_02_02_kids-talking_sad.wav,sad
1121,data/training\Actor_16\03-02-04-01-01-01-16_sad.wav,sad
1122,data/training\Actor_16\03-02-04-01-01-02-16_sad.wav,sad
1123,data/training\Actor_16\03-02-04-01-02-01-16_sad.wav,sad
1124,data/training\Actor_16\03-02-04-01-02-02-16_sad.wav,sad
1125,data/training\Actor_16\03-02-04-02-01-01-16_sad.wav,sad
1126,data/training\Actor_16\03-02-04-02-01-02-16_sad.wav,sad
1127,data/training\Actor_16\03-02-04-02-02-01-16_sad.wav,sad
1128,data/training\Actor_16\03-02-04-02-02-02-16_sad.wav,sad
1129,data/training\Actor_16\16_02_01_01_dogs-sitting_sad.wav,sad
1130,data/training\Actor_16\16_02_01_01_kids-talking_sad.wav,sad
1131,data/training\Actor_16\16_02_01_02_dogs-sitting_sad.wav,sad
1132,data/training\Actor_16\16_02_01_02_kids-talking_sad.wav,sad
1133,data/training\Actor_16\16_02_02_01_dogs-sitting_sad.wav,sad
1134,data/training\Actor_16\16_02_02_01_kids-talking_sad.wav,sad
1135,data/training\Actor_16\16_02_02_02_dogs-sitting_sad.wav,sad
1136,data/training\Actor_16\16_02_02_02_kids-talking_sad.wav,sad
1137,data/training\Actor_17\03-02-04-01-01-01-17_sad.wav,sad
1138,data/training\Actor_17\03-02-04-01-01-02-17_sad.wav,sad
1139,data/training\Actor_17\03-02-04-01-02-01-17_sad.wav,sad
1140,data/training\Actor_17\03-02-04-01-02-02-17_sad.wav,sad
1141,data/training\Actor_17\03-02-04-02-01-01-17_sad.wav,sad
1142,data/training\Actor_17\03-02-04-02-01-02-17_sad.wav,sad
1143,data/training\Actor_17\03-02-04-02-02-01-17_sad.wav,sad
1144,data/training\Actor_17\03-02-04-02-02-02-17_sad.wav,sad
1145,data/training\Actor_17\17_02_01_01_dogs-sitting_sad.wav,sad
1146,data/training\Actor_17\17_02_01_01_kids-talking_sad.wav,sad
1147,data/training\Actor_17\17_02_01_02_dogs-sitting_sad.wav,sad
1148,data/training\Actor_17\17_02_01_02_kids-talking_sad.wav,sad
1149,data/training\Actor_17\17_02_02_01_dogs-sitting_sad.wav,sad
1150,data/training\Actor_17\17_02_02_01_kids-talking_sad.wav,sad
1151,data/training\Actor_17\17_02_02_02_dogs-sitting_sad.wav,sad
1152,data/training\Actor_17\17_02_02_02_kids-talking_sad.wav,sad
1153,data/training\Actor_18\18_01_01_01_dogs-sitting_sad.wav,sad
1154,data/training\Actor_18\18_01_01_01_kids-talking_sad.wav,sad
1155,data/training\Actor_18\18_01_01_02_dogs-sitting_sad.wav,sad
1156,data/training\Actor_18\18_01_01_02_kids-talking_sad.wav,sad
1157,data/training\Actor_18\18_01_02_01_dogs-sitting_sad.wav,sad
1158,data/training\Actor_18\18_01_02_01_kids-talking_sad.wav,sad
1159,data/training\Actor_18\18_01_02_02_dogs-sitting_sad.wav,sad
1160,data/training\Actor_18\18_01_02_02_kids-talking_sad.wav,sad
1161,data/training\Actor_19\03-02-04-01-01-01-19_sad.wav,sad
1162,data/training\Actor_19\03-02-04-01-01-02-19_sad.wav,sad
1163,data/training\Actor_19\03-02-04-01-02-01-19_sad.wav,sad
1164,data/training\Actor_19\03-02-04-01-02-02-19_sad.wav,sad
1165,data/training\Actor_19\03-02-04-02-01-01-19_sad.wav,sad
1166,data/training\Actor_19\03-02-04-02-01-02-19_sad.wav,sad
1167,data/training\Actor_19\03-02-04-02-02-01-19_sad.wav,sad
1168,data/training\Actor_19\03-02-04-02-02-02-19_sad.wav,sad
1169,data/training\Actor_19\19_01_01_01_dogs-sitting_sad.wav,sad
1170,data/training\Actor_19\19_01_01_01_kids-talking_sad.wav,sad
1171,data/training\Actor_19\19_01_01_02_dogs-sitting_sad.wav,sad
1172,data/training\Actor_19\19_01_01_02_kids-talking_sad.wav,sad
1173,data/training\Actor_19\19_01_02_01_dogs-sitting_sad.wav,sad
1174,data/training\Actor_19\19_01_02_01_kids-talking_sad.wav,sad
1175,data/training\Actor_19\19_01_02_02_dogs-sitting_sad.wav,sad
1176,data/training\Actor_19\19_01_02_02_kids-talking_sad.wav,sad
1177,data/training\Actor_19\19_02_01_01_dogs-sitting_sad.wav,sad
1178,data/training\Actor_19\19_02_01_01_kids-talking_sad.wav,sad
1179,data/training\Actor_19\19_02_01_02_dogs-sitting_sad.wav,sad
1180,data/training\Actor_19\19_02_01_02_kids-talking_sad.wav,sad
1181,data/training\Actor_19\19_02_02_01_dogs-sitting_sad.wav,sad
1182,data/training\Actor_19\19_02_02_01_kids-talking_sad.wav,sad
1183,data/training\Actor_19\19_02_02_02_dogs-sitting_sad.wav,sad
1184,data/training\Actor_19\19_02_02_02_kids-talking_sad.wav,sad
1185,data/training\Actor_20\03-02-04-01-01-01-20_sad.wav,sad
1186,data/training\Actor_20\03-02-04-01-01-02-20_sad.wav,sad
1187,data/training\Actor_20\03-02-04-01-02-01-20_sad.wav,sad
1188,data/training\Actor_20\03-02-04-01-02-02-20_sad.wav,sad
1189,data/training\Actor_20\03-02-04-02-01-01-20_sad.wav,sad
1190,data/training\Actor_20\03-02-04-02-01-02-20_sad.wav,sad
1191,data/training\Actor_20\03-02-04-02-02-01-20_sad.wav,sad
1192,data/training\Actor_20\03-02-04-02-02-02-20_sad.wav,sad
1193,data/training\Actor_20\20_01_01_01_dogs-sitting_sad.wav,sad
1194,data/training\Actor_20\20_01_01_01_kids-talking_sad.wav,sad
1195,data/training\Actor_20\20_01_01_02_dogs-sitting_sad.wav,sad
1196,data/training\Actor_20\20_01_01_02_kids-talking_sad.wav,sad
1197,data/training\Actor_20\20_01_02_01_dogs-sitting_sad.wav,sad
1198,data/training\Actor_20\20_01_02_01_kids-talking_sad.wav,sad
1199,data/training\Actor_20\20_01_02_02_dogs-sitting_sad.wav,sad
1200,data/training\Actor_20\20_01_02_02_kids-talking_sad.wav,sad
1201,data/training\Actor_21\03-02-04-01-01-01-21_sad.wav,sad
1202,data/training\Actor_21\03-02-04-01-01-02-21_sad.wav,sad
1203,data/training\Actor_21\03-02-04-01-02-01-21_sad.wav,sad
1204,data/training\Actor_21\03-02-04-01-02-02-21_sad.wav,sad
1205,data/training\Actor_21\03-02-04-02-01-01-21_sad.wav,sad
1206,data/training\Actor_21\03-02-04-02-01-02-21_sad.wav,sad
1207,data/training\Actor_21\03-02-04-02-02-01-21_sad.wav,sad
1208,data/training\Actor_21\03-02-04-02-02-02-21_sad.wav,sad
1209,data/training\Actor_21\21_01_01_01_dogs-sitting_sad.wav,sad
1210,data/training\Actor_21\21_01_01_01_kids-talking_sad.wav,sad
1211,data/training\Actor_21\21_01_01_02_dogs-sitting_sad.wav,sad
1212,data/training\Actor_21\21_01_01_02_kids-talking_sad.wav,sad
1213,data/training\Actor_21\21_01_02_01_dogs-sitting_sad.wav,sad
1214,data/training\Actor_21\21_01_02_01_kids-talking_sad.wav,sad
1215,data/training\Actor_21\21_01_02_02_dogs-sitting_sad.wav,sad
1216,data/training\Actor_21\21_01_02_02_kids-talking_sad.wav,sad
1217,data/training\Actor_22\03-02-04-01-01-01-22_sad.wav,sad
1218,data/training\Actor_22\03-02-04-01-01-02-22_sad.wav,sad
1219,data/training\Actor_22\03-02-04-01-02-01-22_sad.wav,sad
1220,data/training\Actor_22\03-02-04-01-02-02-22_sad.wav,sad
1221,data/training\Actor_22\03-02-04-02-01-01-22_sad.wav,sad
1222,data/training\Actor_22\03-02-04-02-01-02-22_sad.wav,sad
1223,data/training\Actor_22\03-02-04-02-02-01-22_sad.wav,sad
1224,data/training\Actor_22\03-02-04-02-02-02-22_sad.wav,sad
1225,data/training\Actor_22\22_01_01_01_dogs-sitting_sad.wav,sad
1226,data/training\Actor_22\22_01_01_01_kids-talking_sad.wav,sad
1227,data/training\Actor_22\22_01_01_02_dogs-sitting_sad.wav,sad
